"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL3699421"	""	"None"	"514.63"	"2"	"6.96"	"BDBM147440"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H]3C[C@H]3c3ccccc3)cc12"	"IC50"	"'='"	"22.0"	"nM"	"7.66"	""	"284764"	"UO_0000065"	"14.88"	"0.27"	"0.70"	"10.74"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"22.0"
"CHEMBL3695766"	""	"None"	"614.48"	"2"	"7.21"	"BDBM147199"	"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(I)cc3)cc12"	"IC50"	"'='"	"4.0"	"nM"	"8.40"	""	"284529"	"UO_0000065"	"13.67"	"0.30"	"1.19"	"11.77"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"4.0"
"CHEMBL3695860"	""	"None"	"500.69"	"2"	"8.59"	"BDBM147305"	"Cc1c(C)n(Cc2ccc(-c3ccccc3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12"	"IC50"	"'='"	"30.0"	"nM"	"7.52"	""	"284629"	"UO_0000065"	"15.03"	"0.27"	"-1.07"	"22.11"	"0"	"CHEMBL3706273"	"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3638687"	"37"	"BindingDB Patent Bioactivity Data"	""	"2015"	"None"	""	""	""	"30.0"
"CHEMBL496744"	""	"None"	"484.92"	"0"	"4.49"	"154"	"COc1cccc2c1ccn2S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)cc2C(=O)O)c1"	"IC50"	"'='"	"1995.26"	"nM"	"5.70"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.7"
"CHEMBL497991"	""	"None"	"484.92"	"0"	"4.49"	"157"	"COc1ccc2ccn(S(=O)(=O)c3cccc(C(=O)Nc4ccc(Cl)cc4C(=O)O)c3)c2c1"	"IC50"	"'='"	"2511.89"	"nM"	"5.60"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.6"
"CHEMBL132134"	""	"None"	"448.99"	"1"	"6.05"	"6"	"COc1c(Cl)c(C)c(C(=O)O)c(OC)c1C/C=C(C)/C=C/[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C"	"IC50"	""	""	"nM"	""	""	"Not Determined"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL759457"	"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor gamma (PPAR gamma)."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145088"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	""
"CHEMBL317424"	""	"None"	"666.44"	"2"	"8.31"	"19"	"CC(C)(Oc1cccc(CCCN(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)C(=O)COc2ccc(Cl)c(Cl)c2)c1)C(=O)O"	"EC50"	"'='"	"30.0"	"nM"	"7.52"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760857"	"Agonistic transcriptional activity in CV-1 cells expressing Gal4-PPAR gamma chimera"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133842"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2001"	"CHEMBL3308033"	""	""	""	"30.0"
"CHEMBL4743099"	""	"None"	"401.49"	"1"	"5.97"	"cis-AzoRosi-4"	"Cc1ccccc1-c1ccc(/N=N\c2ccc(CC3SC(=O)NC3=O)cc2)cc1"	"EC50"	"'='"	"900.0"	"nM"	"6.05"	""	""	"UO_0000065"	"15.06"	"0.28"	"0.08"	"8.53"	"0"	"CHEMBL4670422"	"Agonist activity at PPARy in human HepG2 cells transfected with human PPRE incubated for 14 to 16 hrs using pre-irradiated compound by firefly luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4665790"	"1"	"Scientific Literature"	"J Med Chem"	"2020"	"None"	"TIME: 14-16"	"AGONIST"	""	"0.9"
"CHEMBL1813003"	""	"None"	"387.46"	"0"	"4.32"	"12a"	"CCO[C@@H](Cc1ccc(OCc2nc(-c3cccs3)oc2C)cc1)C(=O)O"	"EC50"	"'='"	"0.0015"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1815137"	"Transactivation of human PPARgamma expressed in human HepG2 cells co-transfected with PPRE3-TK-Luc by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811848"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"CHEMBL3307718"	""	""	""	"0.0015"
"CHEMBL1813006"	""	"None"	"401.48"	"0"	"4.63"	"12d"	"CCO[C@@H](Cc1ccc(OCc2nc(-c3ccc(C)s3)oc2C)cc1)C(=O)O"	"EC50"	"'='"	"0.0002"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1815137"	"Transactivation of human PPARgamma expressed in human HepG2 cells co-transfected with PPRE3-TK-Luc by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811848"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"CHEMBL3307718"	""	""	""	"0.0002"
"CHEMBL1813010"	""	"None"	"415.51"	"0"	"4.67"	"18c"	"CCO[C@@H](Cc1ccc(OCCc2nc(-c3sccc3C)oc2C)cc1)C(=O)O"	"EC50"	"'='"	"0.0001"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1815137"	"Transactivation of human PPARgamma expressed in human HepG2 cells co-transfected with PPRE3-TK-Luc by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HepG2"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1811848"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"CHEMBL3307718"	""	""	""	"0.0001"
"CHEMBL201036"	""	"None"	"521.61"	"2"	"6.91"	"74"	"CCCc1c(OCCCOc2cccc3c2ccn3CC(=O)O)ccc2cc(C(=O)c3ccccc3)ccc12"	"IC50"	"'='"	"824.14"	"nM"	"6.08"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"6.084"
"CHEMBL97529"	""	"None"	"545.70"	"2"	"7.96"	"18"	"CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1"	"EC50"	"'='"	"123.0"	"nM"	"6.91"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760002"	"In vitro transactivation of human peroxisome proliferator activated receptor gamma measured in PPAR-GAL4 chimeric COS-1 cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136170"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"CHEMBL3308351"	""	""	""	"0.123"
"CHEMBL96758"	""	"None"	"553.68"	"2"	"7.97"	"19"	"CCCc1cc(Oc2ccc(-c3ccccc3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1"	"EC50"	"'='"	"353.0"	"nM"	"6.45"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760002"	"In vitro transactivation of human peroxisome proliferator activated receptor gamma measured in PPAR-GAL4 chimeric COS-1 cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136170"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2003"	"CHEMBL3308351"	""	""	""	"0.353"
"CHEMBL178562"	""	"None"	"463.92"	"1"	"5.35"	"11"	"COc1ccc2c(c1)c(Cc1ccc(OCC(=O)O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1"	"IC50"	"'='"	"84.0"	"nM"	"7.08"	""	""	"UO_0000065"	"15.25"	"0.29"	"1.73"	"9.10"	"0"	"CHEMBL827222"	"In vitro inhibition of human Peroxisome proliferator activated receptor gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142834"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""	"0.084"
"CHEMBL1817687"	""	"None"	"448.56"	"1"	"5.95"	"10"	"CCCCC(Oc1cc(OCCc2ccccc2)cc(OCCc2ccccc2)c1)C(=O)O"	"EC50"	"'='"	"4800.0"	"nM"	"5.32"	""	""	"UO_0000065"	"11.86"	"0.22"	"-0.63"	"8.18"	"0"	"CHEMBL1821157"	"Modulation of human PPARgamma-LBD expressed in african green monkey COS7 cells co-transfected with Gal4 assessed as activation of transactivation activity by luciferase assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-7"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1817621"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2011"	"CHEMBL3307648"	""	""	""	"4.8"
"CHEMBL192291"	""	"None"	"460.83"	"1"	"5.25"	"28"	"CC[C@]1(C(=O)O)Cc2cc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)ccc2O1"	"EC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL825013"	"Effective concentration against human PPAR-gamma in Gal4 transactivation assay; ND is not determined"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1144356"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	""
"CHEMBL199172"	""	"None"	"341.38"	"0"	"3.33"	"15b"	"CCCCCOc1ncccc1C(O)CC#CCCCC(=O)[O-].[Na+]"	"EC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL883721"	"In vitro effective concentration against human peroxisome proliferator activated receptor gamma/Gal4 in cell-based transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142837"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""	"10000.0"
"CHEMBL2113109"	""	"None"	"381.45"	"0"	"4.87"	"27b"	"CCCCCOc1nc2ccccc2cc1C(O)CCCCCC(=O)[O-].[Na+]"	"EC50"	"'='"	"1566.0"	"nM"	"5.80"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL883721"	"In vitro effective concentration against human peroxisome proliferator activated receptor gamma/Gal4 in cell-based transactivation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1142837"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""	"1566.0"
"CHEMBL24038"	"RAGAGLITAZAR"	"2.0"	"419.48"	"1"	"5.04"	"3 (S)"	"CCO[C@@H](Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O"	"EC50"	"'='"	"600.0"	"nM"	"6.22"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL760856"	"Agonistic activity for human Peroxisome proliferator activated receptor gamma"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1136751"	"1"	"Scientific Literature"	"J Med Chem"	"2003"	"None"	""	""	""	"0.6"
"CHEMBL278590"	"GSK-9578"	"None"	"492.63"	"1"	"6.97"	"8"	"CCCCCCCN(CCc1ccc(SC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F"	"EC50"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL761026"	"Compound was tested for agonist activity on human Peroxisome proliferator activated receptor gamma-Gal4 chimeric receptor in transfected CV-1 cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132388"	"1"	"Scientific Literature"	"J Med Chem"	"1999"	"CHEMBL3308033"	""	""	""	"1.0"
"CHEMBL121"	"ROSIGLITAZONE"	"4.0"	"357.44"	"0"	"2.49"	"Rosiglitazone"	"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1"	"EC50"	"'='"	"89.13"	"nM"	"7.05"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL764404"	"Transcriptional activation of peroxisome proliferator activated receptor gamma"	"F"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132133"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1999"	"None"	""	""	""	"-7.05"
"CHEMBL206202"	""	"None"	"458.90"	"1"	"6.34"	"31"	"CC[C@@](C)(Cc1ccc(OCCCOc2ccc(CC(F)(F)F)cc2Cl)cc1)C(=O)O"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL868414"	"Transactivation by human PPAR gamma in COS1 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3308351"	""	""	""	""
"CHEMBL424674"	""	"None"	"444.88"	"1"	"6.25"	"30"	"CC[C@@](C)(Cc1ccc(OCCCOc2ccc(C(F)(F)F)cc2Cl)cc1)C(=O)O"	"EC50"	""	""	""	""	""	"Not Active"	""	""	""	""	""	"0"	"CHEMBL868414"	"Transactivation by human PPAR gamma in COS1 cells"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"COS-1"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"CHEMBL3308351"	""	""	""	""
"CHEMBL364467"	""	"None"	"368.47"	"1"	"5.39"	"28"	"CCCc1cc(C(=O)CC)cc(CCC)c1OC(C(=O)O)c1ccccc1"	"IC50"	"'='"	"2760.0"	"nM"	"5.56"	""	""	"UO_0000065"	"15.09"	"0.28"	"0.17"	"8.74"	"0"	"CHEMBL830984"	"In vitro binding affinity for human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"2.76"
"CHEMBL370021"	""	"None"	"396.53"	"1"	"5.95"	"38"	"CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1"	"IC50"	"'='"	"210.0"	"nM"	"6.68"	""	""	"UO_0000065"	"16.84"	"0.31"	"0.73"	"10.50"	"0"	"CHEMBL830984"	"In vitro binding affinity for human PPAR gamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140307"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"0.21"
"CHEMBL435343"	""	"None"	"425.31"	"1"	"5.40"	"27"	"CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Cl)cc3Cl)cc2O1"	"IC50"	"'='"	"2900.0"	"nM"	"5.54"	""	""	"UO_0000065"	"13.02"	"0.27"	"0.14"	"8.52"	"0"	"CHEMBL828475"	"In vitro binding affinity against human PPARgamma"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140266"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2005"	"None"	""	""	""	"2.9"
"CHEMBL387914"	""	"None"	"427.39"	"0"	"4.44"	"5g"	"CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2F)c1)C(=O)O"	"EC50"	"'='"	"2200.0"	"nM"	"5.66"	""	""	"UO_0000065"	"13.24"	"0.26"	"1.22"	"7.48"	"0"	"CHEMBL886017"	"Effect on PPARgamma transactivation activity in HEK293 cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1143711"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2007"	"CHEMBL3307715"	""	""	""	"2200.0"
"CHEMBL519345"	""	"None"	"454.48"	"0"	"3.52"	"149"	"O=C(Nc1ccc(F)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1"	"IC50"	"'='"	"6309.57"	"nM"	"5.20"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.2"
"CHEMBL496136"	""	"None"	"514.94"	"1"	"3.74"	"161"	"O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3c(cccc3C(=O)O)C2)c1"	"IC50"	"'='"	"7943.28"	"nM"	"5.10"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.1"
"CHEMBL498401"	""	"None"	"544.97"	"1"	"3.50"	"163"	"O=C(O)COc1cccc2c1CCN(S(=O)(=O)c1cccc(C(=O)Nc3ccc(Cl)cc3C(=O)O)c1)C2"	"IC50"	"'='"	"7943.28"	"nM"	"5.10"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.1"
"CHEMBL496743"	""	"None"	"478.53"	"0"	"4.45"	"164"	"COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)Nc3ccc(C)cc3C(=O)O)c2)c1C"	"IC50"	"'='"	"3162.28"	"nM"	"5.50"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL2038597"	"Agonist activity at PPARgamma"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2034870"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""	"5.5"
"CHEMBL146258"	""	"None"	"570.05"	"2"	"6.34"	"43"	"CN(CCOc1ccc(CC(Nc2ccc(Cl)cc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1"	"EC50"	"'='"	"89.13"	"nM"	"7.05"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL758986"	"in vitro agonist activity against peroxisome proliferator activated receptor-gamma (PPAR-gamma), using alkaline phosphatase activity transactivator assay"	"F"	"BAO_0000019"	"assay format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL235"	"Peroxisome proliferator-activated receptor gamma"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131297"	"1"	"Scientific Literature"	"J Med Chem"	"1998"	"None"	""	""	""	"-7.05"
